Micro_Expression_Rate,Eye_Movement_Variability,Heart_Rate_Variability,Breathing_Rate,Reaction_Time_ms,Error_Rate_Per_Task,Sleep_Hours_Last_Night,Caffeine_Intake_mg,Experience_Level,Time_Of_Day,Task_Type,Subconscious_Stability_Score
12.1,35.7,61.9,13.8,248.6,5.2,8.2,203.1,Intermediate,Morning,Cognitive,88.6
16.6,21.4,68.2,15.0,209.6,5.4,3.9,,Beginner,Morning,Creative,82.5
23.2,27.6,60.4,16.2,297.4,6.1,8.7,,Intermediate,Evening,Creative,80.3
11.5,27.6,54.1,18.0,331.4,6.4,8.8,180.1,Expert,Afternoon,Cognitive,86.3
16.6,26.6,70.7,15.8,360.7,5.1,6.5,95.1,Beginner,Afternoon,Creative,65.9
15.2,29.6,47.7,17.1,253.2,5.0,8.0,161.6,Expert,Evening,Cognitive,84.9
17.7,34.7,59.6,14.7,327.6,4.5,10.0,72.2,Intermediate,Afternoon,Cognitive,91.5
17.8,29.8,54.3,16.9,348.0,5.7,6.0,,Intermediate,Morning,Creative,71.4
15.8,26.4,68.4,15.3,338.0,2.4,8.7,182.6,Beginner,Evening,Creative,73.3
14.8,32.7,50.5,16.8,332.9,3.6,7.4,159.5,Beginner,Evening,Analytical,71.6
13.3,31.2,55.9,10.7,211.9,2.6,5.3,99.5,Expert,Evening,Analytical,78.7
11.9,26.0,60.4,17.5,314.0,4.9,4.3,161.6,Beginner,Afternoon,Cognitive,66.4
14.6,30.3,74.9,17.6,315.9,3.5,8.1,,Intermediate,Evening,Cognitive,86.9
9.9,25.5,54.7,17.6,347.3,6.0,5.0,86.6,Beginner,Morning,Analytical,68.2
12.6,24.8,56.0,13.0,389.4,4.1,8.5,155.1,Beginner,Afternoon,Cognitive,73.7
19.4,34.8,46.5,13.9,307.0,6.1,3.7,5.9,Beginner,Evening,Analytical,68.2
15.4,32.7,50.2,13.4,302.8,-0.2,7.2,173.2,Intermediate,Morning,Creative,88.9
18.6,34.6,,17.0,326.5,2.6,6.5,58.2,Expert,Evening,Creative,82.2
20.9,33.8,60.3,18.0,321.1,5.9,,,Beginner,Afternoon,Creative,66.9
14.3,24.7,60.5,13.9,341.6,4.0,7.3,30.6,Beginner,Morning,Cognitive,80.3
15.8,36.0,77.4,19.9,346.5,6.1,7.9,95.2,Beginner,Evening,Creative,69.6
13.8,28.2,43.3,19.9,311.2,4.5,6.4,147.2,Intermediate,Morning,Cognitive,79.7
11.7,35.6,83.2,16.4,345.0,2.1,6.7,172.2,Intermediate,Afternoon,Creative,89.2
11.2,29.2,,17.1,309.1,7.6,8.6,78.5,Expert,Morning,Cognitive,91.1
18.4,31.9,56.7,11.0,247.5,2.7,7.0,64.5,Intermediate,Evening,Cognitive,81.8
15.8,32.1,63.9,14.4,262.2,2.5,5.6,181.3,Intermediate,Morning,Analytical,89.0
22.4,34.9,53.2,12.2,203.3,5.6,8.7,234.1,Beginner,Morning,Analytical,74.5
18.9,20.2,63.2,13.3,403.1,2.2,9.5,65.4,Expert,Morning,Analytical,83.5
12.1,20.5,81.5,17.5,384.3,1.4,9.3,-36.9,Beginner,Evening,Cognitive,75.4
18.4,34.0,53.5,18.3,371.7,2.5,8.9,,Beginner,Afternoon,Analytical,74.3
,32.1,57.7,18.4,309.2,5.6,6.6,,Intermediate,Afternoon,Analytical,76.0
19.9,25.3,52.4,16.7,368.8,8.3,5.5,65.7,Intermediate,Afternoon,Analytical,70.0
13.1,32.2,54.0,17.6,364.9,4.0,5.2,123.5,Intermediate,Afternoon,Cognitive,70.4
10.8,21.6,56.0,11.2,247.3,2.6,5.0,236.7,Intermediate,Morning,Cognitive,81.3
11.8,49.6,49.1,12.1,280.7,6.5,6.9,159.5,Intermediate,Afternoon,Analytical,79.9
12.0,37.9,57.4,15.4,346.9,2.8,9.7,166.8,Beginner,Morning,Analytical,76.6
11.6,33.7,60.5,17.8,295.5,3.1,4.5,129.7,Expert,Evening,Cognitive,70.2
12.7,30.5,56.0,14.7,284.6,4.8,7.0,148.6,Intermediate,Evening,Cognitive,75.8
18.4,26.3,37.0,11.9,361.2,6.3,6.5,221.8,Intermediate,Afternoon,Analytical,68.9
22.2,22.1,58.5,13.9,278.6,4.1,5.2,65.8,Intermediate,Morning,Analytical,81.2
9.7,29.3,59.5,13.2,444.1,3.3,6.6,,Beginner,Evening,Analytical,62.3
,24.8,79.0,10.8,399.7,8.6,8.9,117.9,Intermediate,Morning,Cognitive,82.8
13.1,25.2,60.3,22.7,309.3,2.7,7.3,116.2,Intermediate,Morning,Analytical,87.3
16.4,21.5,69.4,19.7,382.5,2.9,7.9,51.3,Beginner,Morning,Cognitive,75.0
8.4,31.5,55.7,10.1,329.3,3.2,8.6,145.2,Intermediate,Afternoon,Creative,85.3
17.1,27.7,73.0,10.2,299.2,5.1,7.6,,Expert,Evening,Analytical,78.3
7.0,33.2,50.6,13.6,418.9,3.1,6.4,108.8,Intermediate,Morning,Creative,72.2
16.3,32.7,65.0,11.5,339.5,5.6,7.2,206.8,Expert,Morning,Cognitive,83.6
16.0,31.4,68.4,23.1,275.3,3.9,5.4,,Beginner,Afternoon,Creative,78.0
15.8,46.0,66.9,13.6,343.0,3.4,7.1,-7.4,Beginner,Afternoon,Analytical,77.9
12.1,34.9,81.6,17.1,403.9,2.9,7.2,153.0,Beginner,Morning,Creative,73.6
17.2,22.4,54.2,14.5,320.1,3.9,9.0,50.2,Intermediate,Morning,Creative,80.2
16.6,32.8,74.1,12.5,330.5,4.9,6.5,205.7,Beginner,Evening,Creative,79.2
14.2,29.7,71.6,19.1,305.0,3.9,6.5,232.6,Beginner,Evening,Cognitive,76.1
17.7,22.0,60.5,18.0,337.6,4.5,4.7,180.4,Expert,Evening,Analytical,78.2
14.6,21.5,78.4,15.8,271.1,2.4,8.0,120.0,Expert,Evening,Cognitive,80.4
17.1,32.7,58.5,23.1,280.2,2.6,4.8,156.1,Intermediate,Morning,Creative,78.2
,34.2,60.2,16.7,302.9,4.0,6.3,75.1,Beginner,Morning,Creative,81.6
15.9,23.7,59.9,14.6,328.4,4.2,5.9,156.8,Beginner,Morning,Cognitive,73.7
17.3,35.8,47.3,21.7,375.6,4.1,8.3,72.3,Beginner,Morning,Cognitive,71.9
13.4,31.7,67.6,17.2,312.6,2.8,7.7,232.8,Intermediate,Evening,Creative,85.3
10.1,37.2,,20.9,361.4,4.1,,60.9,Expert,Evening,Analytical,85.6
16.1,36.5,59.0,15.9,298.0,4.1,8.4,21.7,Intermediate,Afternoon,Cognitive,77.3
19.8,29.0,77.6,7.0,349.4,3.8,6.0,,Beginner,Morning,Creative,70.7
16.2,39.8,55.6,11.3,379.9,2.7,5.7,155.5,Intermediate,Evening,Creative,69.1
16.3,23.3,42.7,19.2,314.2,5.0,4.5,259.1,Beginner,Evening,Analytical,73.3
14.8,44.3,79.0,14.2,337.6,4.0,7.2,,Beginner,Morning,Creative,80.2
18.0,24.7,70.1,16.8,290.7,2.5,5.8,,Intermediate,Evening,Cognitive,69.7
14.3,29.7,66.3,19.4,349.3,3.8,7.7,119.9,Intermediate,Morning,Creative,77.5
13.2,26.6,56.6,16.5,179.9,2.8,8.7,56.8,Beginner,Morning,Creative,78.3
19.4,27.7,63.4,13.4,238.7,4.0,8.4,59.9,Beginner,Afternoon,Creative,79.8
12.9,47.5,47.4,16.0,348.6,6.9,7.2,6.8,Expert,Afternoon,Creative,87.3
18.6,27.2,57.7,16.3,238.2,4.3,,211.6,Beginner,Morning,Analytical,68.9
19.4,35.1,51.0,14.8,295.6,4.4,7.0,72.3,Beginner,Morning,Cognitive,71.1
17.3,28.6,62.6,11.8,390.2,6.8,,-5.1,Beginner,Evening,Creative,73.6
10.0,35.6,69.2,14.9,363.2,4.5,6.1,96.8,Beginner,Afternoon,Cognitive,79.2
15.1,26.7,49.5,15.7,439.7,4.9,7.1,193.1,Beginner,Afternoon,Analytical,69.2
,31.5,67.2,11.7,323.8,4.3,6.7,150.9,Expert,Morning,Cognitive,89.5
13.0,33.8,62.0,13.2,315.9,3.2,5.8,150.7,Beginner,Morning,Analytical,87.3
15.6,25.7,66.8,13.8,320.5,4.9,6.4,217.1,Intermediate,Morning,Cognitive,79.7
18.1,46.5,,10.4,273.8,7.4,7.0,182.5,Intermediate,Morning,Cognitive,83.3
,34.1,67.0,16.4,309.3,1.4,5.2,,Intermediate,Morning,Creative,82.6
14.3,28.6,53.0,16.7,257.0,3.1,9.5,91.4,Expert,Morning,Cognitive,93.1
,25.8,43.2,14.4,378.7,2.3,8.1,146.1,Expert,Afternoon,Creative,79.3
19.7,30.6,45.5,11.9,356.9,2.5,8.6,131.4,Beginner,Morning,Creative,69.2
14.0,22.7,55.0,17.2,262.0,6.4,6.8,153.3,Intermediate,Evening,Cognitive,77.8
,40.7,43.9,17.6,286.7,3.7,6.5,281.0,Intermediate,Morning,Creative,81.5
8.7,32.6,75.5,16.3,339.5,5.4,,61.8,Expert,Afternoon,Cognitive,85.0
16.5,29.5,59.2,16.1,333.6,2.7,6.0,-15.0,Intermediate,Morning,Creative,90.2
,36.3,69.2,17.8,267.5,2.7,,-26.0,Expert,Afternoon,Creative,96.0
17.7,25.7,67.9,15.7,323.3,2.0,9.1,175.3,Intermediate,Morning,Analytical,86.2
9.7,23.1,60.1,13.2,348.6,6.9,7.8,110.4,Beginner,Evening,Analytical,64.8
,29.2,95.4,15.8,350.0,5.6,,30.7,Intermediate,Evening,Cognitive,94.2
9.7,30.8,89.3,14.8,404.2,1.9,10.6,105.9,Expert,Afternoon,Creative,88.6
16.7,33.2,,15.8,332.5,6.3,9.8,91.2,Expert,Morning,Analytical,89.4
17.6,21.1,50.9,18.7,401.3,3.5,6.3,176.3,Beginner,Afternoon,Analytical,68.8
16.4,27.3,74.3,12.4,266.8,4.9,3.4,5.2,Intermediate,Evening,Analytical,84.2
10.7,11.5,42.5,16.5,382.8,4.1,8.1,155.6,Beginner,Morning,Creative,71.7
12.0,22.9,74.0,12.2,400.5,1.1,7.6,163.1,Beginner,Afternoon,Cognitive,74.7
,34.3,34.4,13.2,318.3,2.3,7.2,127.7,Intermediate,Evening,Creative,70.7
8.2,35.8,56.8,20.7,339.1,6.7,6.7,115.4,Beginner,Evening,Creative,79.1
14.0,23.1,72.1,17.4,324.7,5.9,9.0,130.7,Expert,Evening,Analytical,89.3
,28.1,63.9,16.5,305.1,2.0,,123.0,Beginner,Evening,Creative,64.1
14.3,30.2,45.2,11.0,245.4,4.4,9.3,,Expert,Evening,Creative,74.8
9.0,36.5,61.7,15.3,343.9,3.6,9.6,69.7,Beginner,Afternoon,Analytical,76.3
12.6,39.2,63.9,9.8,409.1,6.3,7.2,132.8,Beginner,Afternoon,Analytical,72.5
12.5,30.9,62.0,16.1,328.5,3.6,7.4,,Beginner,Evening,Creative,64.0
23.6,28.4,55.9,12.3,304.9,2.5,5.2,173.0,Beginner,Afternoon,Analytical,76.6
21.7,21.3,68.6,17.7,298.4,5.5,8.5,38.9,Beginner,Evening,Cognitive,70.1
17.9,30.6,71.4,16.5,344.8,6.4,8.9,260.9,Beginner,Morning,Cognitive,79.1
13.6,42.4,58.5,12.4,377.6,4.8,8.1,244.4,Intermediate,Afternoon,Cognitive,77.3
19.8,37.7,75.2,17.1,346.6,5.1,5.1,103.0,Beginner,Morning,Cognitive,67.6
10.5,31.0,58.4,22.3,226.5,1.6,4.6,30.2,Intermediate,Morning,Cognitive,86.7
19.3,31.8,55.1,15.4,407.1,1.4,6.6,87.8,Beginner,Morning,Analytical,68.7
18.7,25.9,73.6,18.6,361.7,1.3,7.1,192.8,Expert,Afternoon,Analytical,93.8
14.4,27.9,73.2,9.7,311.0,6.1,,99.7,Expert,Morning,Cognitive,89.0
19.6,30.9,53.8,17.4,293.5,3.2,6.6,143.6,Intermediate,Afternoon,Cognitive,85.6
13.2,30.9,52.3,14.3,297.7,5.7,8.6,,Beginner,Afternoon,Cognitive,81.4
9.9,36.1,77.6,15.2,363.1,2.8,8.7,154.3,Beginner,Morning,Analytical,82.5
18.9,35.8,59.0,17.8,221.2,4.0,7.7,150.0,Expert,Morning,Analytical,93.0
14.7,33.1,60.0,15.3,345.7,2.4,8.3,102.2,Beginner,Afternoon,Creative,71.8
,24.0,57.5,11.1,334.0,3.3,6.4,207.2,Beginner,Evening,Creative,58.0
22.3,24.2,73.2,20.6,333.3,0.6,5.3,150.5,Beginner,Evening,Creative,74.9
12.1,24.7,81.4,11.6,261.9,3.4,6.1,190.9,Beginner,Evening,Creative,78.7
14.4,31.4,,13.5,234.8,3.2,5.8,,Beginner,Evening,Analytical,75.9
21.3,17.8,84.2,16.4,432.2,0.6,8.8,110.1,Intermediate,Afternoon,Analytical,87.4
17.7,30.0,,16.4,326.6,4.8,8.3,280.8,Beginner,Evening,Analytical,66.6
12.2,38.5,57.2,17.3,416.8,5.1,4.0,117.8,Intermediate,Evening,Analytical,78.5
11.2,34.0,66.7,16.4,365.2,2.7,7.3,195.2,Beginner,Evening,Cognitive,71.4
12.9,27.9,51.8,19.4,325.6,1.6,4.3,32.6,Beginner,Morning,Creative,75.2
12.0,25.8,66.6,17.5,331.6,7.5,5.4,141.5,Expert,Evening,Analytical,88.3
,34.8,,12.4,374.0,4.5,8.2,95.5,Beginner,Afternoon,Analytical,68.6
15.3,31.8,,8.2,379.6,-0.8,4.4,212.3,Expert,Evening,Creative,74.0
16.1,28.5,42.6,16.5,343.8,3.1,5.0,79.5,Intermediate,Morning,Analytical,76.2
11.6,26.5,56.8,20.4,374.6,2.7,5.5,94.3,Beginner,Afternoon,Cognitive,72.2
14.7,30.5,64.2,12.2,377.0,2.5,4.6,154.8,Expert,Morning,Analytical,90.1
6.8,28.2,46.4,12.9,336.5,6.2,4.9,56.9,Beginner,Morning,Creative,77.5
15.6,34.7,61.8,17.1,289.8,4.5,6.9,127.6,Expert,Morning,Cognitive,88.2
,37.4,61.8,17.4,344.9,5.3,4.5,83.9,Beginner,Evening,Cognitive,66.9
9.3,21.8,58.3,19.4,282.6,3.7,6.6,,Expert,Morning,Creative,93.9
16.9,22.6,50.7,20.9,301.0,5.7,7.0,,Beginner,Morning,Creative,75.6
12.6,38.1,62.4,16.7,339.9,3.3,8.1,230.1,Intermediate,Morning,Cognitive,78.4
18.2,31.0,58.6,13.2,316.0,4.5,,147.8,Intermediate,Afternoon,Analytical,80.0
,23.2,69.8,13.3,385.8,5.0,4.9,41.6,Expert,Morning,Creative,90.6
16.6,35.9,47.1,14.4,287.0,2.8,5.0,64.9,Expert,Morning,Cognitive,84.8
15.3,32.1,61.1,19.1,213.6,-0.2,4.9,93.8,Expert,Afternoon,Creative,86.7
20.3,43.2,47.3,14.5,385.5,0.6,8.2,78.0,Expert,Afternoon,Analytical,77.3
16.4,28.6,57.6,18.9,322.4,8.6,7.5,205.2,Beginner,Morning,Analytical,78.5
12.2,36.7,49.0,11.4,324.8,5.3,6.5,86.5,Beginner,Morning,Cognitive,73.4
15.4,21.3,50.8,16.9,280.6,5.4,5.2,117.8,Beginner,Morning,Analytical,69.8
13.5,38.4,60.0,13.7,225.8,6.8,7.2,156.1,Beginner,Evening,Analytical,82.4
15.6,35.7,54.3,17.6,279.1,1.8,9.1,287.4,Beginner,Afternoon,Analytical,76.0
13.3,39.6,74.7,15.2,348.5,2.6,9.0,111.2,Intermediate,Afternoon,Creative,85.3
12.3,36.7,71.8,18.4,309.9,1.8,4.8,219.7,Beginner,Morning,Cognitive,83.3
15.8,29.4,68.0,14.7,303.4,8.7,8.6,94.1,Intermediate,Afternoon,Cognitive,74.7
15.2,23.0,67.8,15.9,391.3,2.0,4.8,329.1,Beginner,Morning,Cognitive,77.3
19.3,26.4,61.3,18.4,410.6,6.5,6.4,69.8,Beginner,Morning,Analytical,69.8
,19.4,73.0,15.7,317.0,2.7,6.2,168.1,Intermediate,Afternoon,Creative,76.2
7.1,24.5,,16.2,437.1,4.2,7.4,97.7,Intermediate,Afternoon,Cognitive,87.3
13.5,32.6,81.2,18.3,338.3,6.5,5.5,174.7,Intermediate,Morning,Creative,84.3
8.5,29.7,50.6,15.8,397.6,4.6,7.2,168.4,Intermediate,Afternoon,Cognitive,80.5
16.7,28.7,48.7,11.2,284.1,3.7,,157.6,Beginner,Evening,Analytical,62.3
8.3,25.2,46.1,14.3,244.3,8.5,7.3,145.7,Intermediate,Afternoon,Cognitive,84.9
11.0,19.4,47.8,10.2,310.7,0.3,5.0,91.4,Beginner,Afternoon,Cognitive,61.5
,31.1,43.7,15.3,348.0,2.1,,163.5,Beginner,Evening,Analytical,66.3
21.2,32.3,62.1,17.4,353.4,3.4,,23.9,Intermediate,Evening,Analytical,82.1
10.7,24.1,68.5,16.4,339.7,6.1,,273.2,Beginner,Afternoon,Cognitive,74.1
15.0,26.8,60.3,20.2,434.6,3.0,8.3,158.7,Beginner,Afternoon,Creative,70.9
17.3,39.3,,19.8,339.6,5.9,3.6,152.5,Expert,Morning,Analytical,75.8
20.9,37.0,55.3,16.8,304.5,0.6,7.3,148.3,Expert,Afternoon,Cognitive,82.8
18.1,21.1,68.4,8.8,308.3,6.3,5.8,75.4,Beginner,Morning,Analytical,71.1
19.4,29.5,56.6,18.0,279.7,5.8,7.9,84.2,Beginner,Morning,Creative,69.7
18.5,38.7,52.0,13.7,334.7,1.9,7.0,134.5,Beginner,Afternoon,Cognitive,69.2
10.2,28.7,44.9,18.6,374.1,3.9,8.6,90.8,Beginner,Morning,Cognitive,73.9
16.4,28.4,55.8,16.9,797.9,3.5,6.7,83.4,Expert,Afternoon,Creative,48.7
18.4,36.6,53.0,18.0,305.2,4.9,8.9,115.2,Beginner,Afternoon,Creative,77.7
11.2,35.9,59.1,17.5,317.4,6.3,7.2,141.0,Intermediate,Afternoon,Cognitive,80.3
12.7,35.6,64.8,23.2,287.9,2.6,5.1,,Beginner,Morning,Creative,77.0
11.8,28.4,57.2,17.6,368.4,4.7,5.8,183.1,Expert,Morning,Creative,87.9
18.1,34.0,61.8,12.2,258.3,4.5,6.1,129.8,Beginner,Afternoon,Cognitive,76.2
14.7,39.0,64.7,19.2,283.9,4.2,7.2,215.1,Intermediate,Evening,Analytical,81.3
13.7,29.7,47.7,14.7,112.1,6.9,8.3,258.4,Beginner,Morning,Creative,79.1
9.9,27.6,78.9,20.0,261.0,4.3,7.9,112.0,Intermediate,Morning,Analytical,87.0
14.7,37.4,52.6,20.6,290.4,1.6,8.0,53.1,Beginner,Evening,Analytical,71.1
12.7,42.3,65.2,17.9,294.5,5.5,5.9,51.4,Beginner,Morning,Analytical,83.5
16.0,42.7,,12.2,255.3,7.2,,117.1,Expert,Evening,Creative,81.0
10.4,27.8,61.1,14.6,552.7,4.3,7.2,317.6,Expert,Afternoon,Cognitive,65.7
15.7,28.4,,20.0,383.1,6.7,,99.1,Expert,Afternoon,Cognitive,82.4
,23.8,76.6,22.0,281.0,3.2,4.8,121.6,Intermediate,Morning,Cognitive,86.5
10.0,30.7,57.7,16.2,229.5,4.8,7.7,88.8,Expert,Morning,Cognitive,100.0
9.7,23.6,73.0,15.2,267.9,0.9,6.1,101.0,Beginner,Morning,Cognitive,88.0
10.3,26.8,62.9,12.5,268.5,2.8,5.1,126.5,Beginner,Evening,Cognitive,74.5
14.2,34.2,78.5,12.5,316.5,4.3,8.0,178.5,Beginner,Afternoon,Analytical,85.5
15.5,32.3,42.2,16.7,338.0,5.3,6.4,176.0,Intermediate,Afternoon,Analytical,72.2
16.1,19.1,64.8,18.1,252.3,4.9,7.8,-14.1,Beginner,Evening,Analytical,78.0
16.2,39.4,33.3,11.5,335.0,6.6,5.5,160.8,Beginner,Morning,Creative,56.5
12.0,23.5,,18.5,390.0,0.9,,158.9,Intermediate,Afternoon,Creative,75.3
19.2,24.2,70.2,20.1,370.8,6.9,6.8,114.7,Expert,Afternoon,Creative,81.2
13.2,22.6,74.5,17.9,349.0,2.6,,99.8,Beginner,Evening,Cognitive,74.7
,26.0,67.4,21.0,340.4,1.5,,156.3,Beginner,Morning,Analytical,88.2
14.3,24.6,57.1,17.1,304.2,6.1,6.9,127.9,Beginner,Afternoon,Creative,76.8
16.5,24.8,,17.1,390.9,1.8,11.7,106.3,Beginner,Evening,Analytical,80.2
14.1,15.2,85.2,17.0,341.5,6.8,8.7,250.3,Beginner,Afternoon,Cognitive,81.2
16.6,30.8,60.8,20.1,279.8,-0.4,6.3,150.7,Intermediate,Morning,Analytical,85.1
15.0,31.4,69.6,17.6,312.5,2.5,7.1,88.1,Intermediate,Afternoon,Cognitive,85.7
,43.5,55.7,14.4,286.2,5.8,7.1,164.8,Intermediate,Morning,Creative,76.8
11.7,32.9,70.7,17.3,313.1,5.3,5.4,146.3,Beginner,Afternoon,Cognitive,77.1
7.9,27.0,69.1,17.3,380.8,-1.3,8.9,142.8,Expert,Evening,Cognitive,94.6
11.1,22.8,53.9,15.4,311.2,2.7,6.4,,Beginner,Afternoon,Analytical,71.3
19.3,29.4,67.8,19.1,280.3,0.6,6.6,91.6,Intermediate,Afternoon,Cognitive,79.8
14.4,32.7,68.2,16.3,372.0,4.3,7.3,135.8,Expert,Afternoon,Creative,83.2
15.4,27.0,67.4,18.1,383.8,4.1,5.6,69.2,Beginner,Morning,Creative,69.7
10.8,30.4,59.6,17.5,280.7,3.5,7.3,,Beginner,Morning,Cognitive,81.7
15.3,41.4,72.3,13.8,394.0,3.8,,121.0,Expert,Evening,Analytical,83.4
10.9,27.7,50.7,13.1,368.1,1.8,6.3,71.3,Beginner,Afternoon,Creative,77.7
11.5,18.7,60.1,13.9,292.4,2.5,6.8,117.0,Intermediate,Morning,Creative,87.3
13.4,35.2,61.1,15.8,380.9,6.1,5.9,134.1,Beginner,Morning,Cognitive,72.9
16.8,31.9,71.7,20.8,258.4,3.0,4.7,174.2,Intermediate,Afternoon,Cognitive,83.7
17.2,19.7,50.3,15.9,295.9,2.9,7.3,193.2,Beginner,Evening,Creative,70.4
17.3,32.6,62.4,17.1,265.3,6.3,3.6,,Beginner,Evening,Cognitive,67.7
8.6,24.0,55.1,18.6,271.2,1.6,3.6,152.3,Intermediate,Morning,Cognitive,75.7
15.0,32.6,61.1,14.9,362.6,7.0,7.1,164.4,Beginner,Evening,Creative,64.4
14.2,41.4,,14.8,319.3,7.1,6.7,104.2,Beginner,Afternoon,Analytical,69.1
8.9,28.9,,19.2,264.4,2.0,7.4,54.5,Beginner,Afternoon,Analytical,76.6
15.1,36.5,,17.7,290.5,5.8,8.0,80.1,Beginner,Afternoon,Creative,70.5
14.0,22.6,64.3,14.3,286.8,-0.3,4.0,122.9,Beginner,Morning,Cognitive,74.7
17.0,20.9,,14.8,332.5,4.2,6.1,107.8,Beginner,Evening,Creative,69.2
15.3,42.1,56.6,16.3,433.7,2.0,6.3,105.3,Expert,Morning,Creative,76.7
12.8,31.8,74.9,17.0,330.3,5.0,7.5,136.3,Beginner,Morning,Cognitive,87.6
18.7,33.8,64.2,19.7,333.6,4.6,7.3,179.5,Intermediate,Evening,Analytical,75.2
6.1,36.9,50.4,17.6,397.1,3.4,6.4,137.0,Beginner,Afternoon,Analytical,74.9
14.7,26.8,52.2,13.0,292.9,1.8,,90.9,Beginner,Evening,Cognitive,83.8
,35.0,66.2,13.6,386.6,5.8,6.6,47.1,Expert,Afternoon,Creative,78.9
11.4,34.0,67.4,16.9,298.8,3.9,,110.7,Beginner,Afternoon,Cognitive,71.6
,22.2,63.6,16.4,302.0,2.6,7.1,-2.6,Expert,Evening,Creative,81.2
9.9,39.1,57.1,13.5,303.5,3.0,3.8,185.4,Beginner,Morning,Cognitive,69.2
9.3,37.8,68.1,19.2,314.6,3.8,7.4,125.8,Intermediate,Evening,Cognitive,83.8
24.5,22.3,56.9,9.3,311.3,3.8,9.1,226.2,Intermediate,Morning,Analytical,72.5
9.6,31.2,51.5,17.0,337.9,4.6,,200.3,Expert,Evening,Analytical,80.0
21.6,28.6,75.9,11.4,298.8,5.9,10.1,153.0,Intermediate,Morning,Cognitive,84.8
,38.5,64.9,18.6,325.0,6.1,7.9,90.0,Intermediate,Afternoon,Cognitive,89.5
12.9,21.5,52.2,15.2,239.4,3.5,9.2,97.8,Beginner,Evening,Analytical,74.9
17.3,51.6,61.3,18.2,359.1,4.9,7.6,213.5,Beginner,Afternoon,Creative,65.3
20.3,29.0,60.3,14.8,376.6,3.6,7.8,148.9,Expert,Afternoon,Analytical,84.4
10.4,34.4,56.5,20.0,331.1,6.4,7.2,41.2,Beginner,Evening,Creative,78.1
13.0,38.3,62.3,10.4,357.4,3.7,4.6,100.0,Beginner,Afternoon,Analytical,82.1
18.4,28.8,50.7,18.6,278.1,4.2,4.1,204.7,Intermediate,Evening,Analytical,75.0
16.2,29.3,68.7,14.2,395.9,3.9,6.6,186.1,Beginner,Afternoon,Creative,75.1
19.4,27.0,59.9,17.1,329.5,4.9,,144.5,Expert,Morning,Cognitive,85.0
17.1,24.7,43.9,17.3,239.7,5.3,6.1,201.8,Intermediate,Morning,Analytical,79.2
22.2,31.6,57.7,11.8,380.8,6.8,5.1,45.4,Intermediate,Morning,Analytical,82.6
15.7,29.2,53.8,19.0,355.9,6.4,8.7,84.4,Expert,Morning,Analytical,93.6
15.9,26.9,30.1,17.2,413.6,4.1,5.5,113.5,Beginner,Afternoon,Cognitive,58.1
16.3,27.3,58.4,16.4,403.2,3.9,5.4,89.9,Beginner,Morning,Analytical,70.6
14.4,33.5,70.4,17.2,387.1,3.5,7.1,165.0,Intermediate,Morning,Cognitive,84.8
18.4,25.2,58.9,16.4,343.7,6.0,8.6,168.1,Beginner,Morning,Analytical,76.5
15.9,28.5,67.1,18.5,355.7,4.5,8.3,150.5,Intermediate,Evening,Creative,84.3
18.2,35.4,60.1,14.6,266.1,8.9,6.0,,Expert,Afternoon,Analytical,88.4
18.8,31.5,55.4,18.5,306.1,3.9,6.7,226.2,Intermediate,Afternoon,Analytical,79.0
16.7,23.7,52.7,17.7,469.2,7.0,,140.3,Beginner,Evening,Cognitive,53.5
17.0,29.9,47.2,15.5,233.6,7.1,8.7,24.4,Expert,Morning,Cognitive,86.2
11.0,32.6,69.3,21.5,335.5,7.0,8.3,47.8,Intermediate,Evening,Cognitive,86.0
12.8,35.9,67.3,17.4,318.0,3.3,7.6,74.4,Intermediate,Afternoon,Creative,80.7
18.4,25.5,57.2,16.6,362.7,3.8,7.2,219.1,Beginner,Morning,Creative,72.6
20.7,26.6,39.8,17.7,329.9,3.7,10.0,,Expert,Afternoon,Cognitive,74.4
7.2,25.8,64.7,15.7,380.7,6.9,8.7,56.4,Intermediate,Evening,Creative,77.7
12.7,26.1,51.0,19.6,320.8,3.1,7.2,185.7,Intermediate,Afternoon,Cognitive,85.8
15.1,32.4,61.4,15.9,358.7,2.8,8.1,173.7,Expert,Evening,Creative,76.2
11.5,33.6,44.6,18.5,338.3,5.4,6.6,86.5,Beginner,Morning,Cognitive,71.5
11.7,36.3,60.9,12.8,305.4,1.3,4.6,150.5,Intermediate,Morning,Cognitive,89.1
16.9,29.5,58.7,10.6,298.3,5.5,5.5,104.8,Expert,Morning,Creative,79.5
21.3,21.6,35.9,17.2,383.9,1.7,6.3,157.2,Beginner,Morning,Analytical,69.8
6.9,34.0,76.2,14.8,351.2,3.2,6.2,,Intermediate,Morning,Cognitive,93.8
14.3,31.0,,15.4,369.8,6.3,5.9,151.7,Expert,Evening,Cognitive,83.3
16.9,30.4,57.4,9.0,382.7,2.9,6.0,121.4,Intermediate,Morning,Analytical,81.2
18.1,22.3,65.3,21.1,294.1,4.6,9.0,84.6,Intermediate,Afternoon,Cognitive,76.5
16.3,28.8,59.5,16.3,306.5,6.4,9.7,175.9,Expert,Afternoon,Cognitive,95.5
22.0,22.8,63.6,20.0,303.0,1.7,9.0,,Expert,Evening,Creative,87.9
